www.youtube.com
breadth
2
None
         22477727 function calls (22476141 primitive calls) in 49.900 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      2/1    0.000    0.000    0.883    0.883 sessions.py:589(send)
        1    0.000    0.000    0.602    0.602 sessions.py:640(<listcomp>)
        1    0.000    0.000    0.001    0.001 sessions.py:662(merge_environment_settings)
        2    0.000    0.000    0.000    0.000 sessions.py:691(get_adapter)
        1    0.000    0.000    0.004    0.004 sessions.py:705(close)
        2    0.000    0.000    0.000    0.000 sessions.py:710(mount)
        2    0.000    0.000    0.000    0.000 sessions.py:716(<listcomp>)
        3    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 sessions.py:81(merge_hooks)
        3    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
        2    0.000    0.000    0.000    0.000 six.py:577(itervalues)
        1    0.000    0.000    0.000    0.000 sjisprober.py:37(__init__)
        2    0.000    0.000    0.000    0.000 sjisprober.py:44(reset)
        2    0.000    0.000    0.000    0.000 sjisprober.py:48(charset_name)
        2    0.000    0.000    0.000    0.000 sjisprober.py:52(language)
        2    0.000    0.000    0.000    0.000 sjisprober.py:89(get_confidence)
        4    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:218(makefile)
        2    0.000    0.000    0.000    0.000 socket.py:403(_decref_socketios)
        2    0.000    0.000    0.000    0.000 socket.py:409(_real_close)
        2    0.000    0.000    0.000    0.000 socket.py:413(close)
        2    0.000    0.000    0.000    0.000 socket.py:419(detach)
        2    0.000    0.000    0.000    0.000 socket.py:429(family)
        2    0.000    0.000    0.000    0.000 socket.py:435(type)
        2    0.000    0.000    0.000    0.000 socket.py:560(__init__)
       97    0.000    0.000    0.477    0.005 socket.py:572(readinto)
       99    0.000    0.000    0.000    0.000 socket.py:611(readable)
        2    0.000    0.000    0.000    0.000 socket.py:649(close)
        2    0.000    0.000    0.058    0.029 socket.py:728(getaddrinfo)
       12    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        2    0.000    0.000    0.000    0.000 ssl.py:1057(_real_close)
        2    0.000    0.000    0.215    0.108 ssl.py:1061(do_handshake)
        2    0.000    0.000    0.000    0.000 ssl.py:225(_dnsname_match)
        2    0.000    0.000    0.000    0.000 ssl.py:285(match_hostname)
        2    0.000    0.000    0.001    0.000 ssl.py:390(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:396(__init__)
        2    0.000    0.000    0.216    0.108 ssl.py:399(wrap_socket)
        2    0.000    0.000    0.000    0.000 ssl.py:459(options)
        2    0.000    0.000    0.000    0.000 ssl.py:463(options)
        4    0.000    0.000    0.000    0.000 ssl.py:475(verify_mode)
        4    0.000    0.000    0.000    0.000 ssl.py:483(verify_mode)
        2    0.000    0.000    0.000    0.000 ssl.py:583(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:590(context)
       97    0.000    0.000    0.475    0.005 ssl.py:624(read)
        2    0.000    0.000    0.000    0.000 ssl.py:636(write)
        2    0.000    0.000    0.000    0.000 ssl.py:644(getpeercert)
        2    0.000    0.000    0.215    0.108 ssl.py:687(do_handshake)
        2    0.000    0.000    0.216    0.108 ssl.py:723(__init__)
      200    0.000    0.000    0.000    0.000 ssl.py:851(_checkClosed)
        4    0.000    0.000    0.000    0.000 ssl.py:855(_check_connected)
       97    0.000    0.000    0.476    0.005 ssl.py:863(read)
        2    0.000    0.000    0.000    0.000 ssl.py:890(getpeercert)
        2    0.000    0.000    0.000    0.000 ssl.py:934(send)
        2    0.000    0.000    0.000    0.000 ssl.py:961(sendall)
       97    0.000    0.000    0.476    0.005 ssl.py:998(recv_into)
        4    0.000    0.000    0.000    0.000 ssl_.py:180(resolve_cert_reqs)
        2    0.000    0.000    0.000    0.000 ssl_.py:203(resolve_ssl_version)
        2    0.000    0.000    0.001    0.000 ssl_.py:219(create_urllib3_context)
        2    0.000    0.000    0.240    0.120 ssl_.py:282(ssl_wrap_socket)
        8    0.000    0.000    0.000    0.000 structures.py:42(__init__)
       43    0.000    0.000    0.000    0.000 structures.py:48(__setitem__)
       49    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
        1    0.000    0.000    0.000    0.000 structures.py:56(__delitem__)
        7    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
       35    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
        2    0.000    0.000    0.000    0.000 structures.py:62(__len__)
        1    0.000    0.000    0.000    0.000 structures.py:82(copy)
        6    0.000    0.000    0.000    0.000 threading.py:215(__init__)
       46    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
       46    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
       44    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
       44    0.000    0.000    0.000    0.000 threading.py:334(notify)
        8    0.000    0.000    0.000    0.000 threading.py:74(RLock)
       24    0.000    0.000    0.000    0.000 timeout.py:103(_validate_timeout)
        2    0.000    0.000    0.000    0.000 timeout.py:140(from_float)
        4    0.000    0.000    0.000    0.000 timeout.py:156(clone)
        2    0.000    0.000    0.000    0.000 timeout.py:171(start_connect)
        6    0.000    0.000    0.000    0.000 timeout.py:195(connect_timeout)
        2    0.000    0.000    0.000    0.000 timeout.py:213(read_timeout)
        8    0.000    0.000    0.000    0.000 timeout.py:93(__init__)
        1    0.000    0.000    6.804    6.804 universaldetector.py:111(feed)
        1    0.000    0.000    0.001    0.001 universaldetector.py:220(close)
        1    0.000    0.000    0.000    0.000 universaldetector.py:81(__init__)
        1    0.000    0.000    0.000    0.000 universaldetector.py:94(reset)
        3    0.000    0.000    0.000    0.000 url.py:132(parse_url)
        3    0.000    0.000    0.000    0.000 url.py:22(__new__)
        3    0.000    0.000    0.000    0.000 url.py:99(split_first)
        1    0.000    0.000    0.000    0.000 utf8prober.py:38(__init__)
        2    0.000    0.000    0.000    0.000 utf8prober.py:44(reset)
        4    0.000    0.000    0.000    0.000 utf8prober.py:49(charset_name)
        3    0.000    0.000    0.000    0.000 utf8prober.py:53(language)
        1    1.123    1.123    2.555    2.555 utf8prober.py:57(feed)
        3    0.000    0.000    0.000    0.000 utf8prober.py:76(get_confidence)
        2    0.000    0.000    0.000    0.000 utils.py:160(get_netrc_auth)
        7    0.000    0.000    0.000    0.000 utils.py:244(to_key_val_list)
        2    0.000    0.000    0.000    0.000 utils.py:410(get_encoding_from_headers)
        2    0.000    0.000    0.000    0.000 utils.py:449(iter_slices)
        3    0.000    0.000    0.000    0.000 utils.py:45(proxy_bypass_registry)
        2    0.000    0.000    0.000    0.000 utils.py:500(unquote_unreserved)
       46    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 utils.py:524(requote_uri)
        6    0.000    0.000    0.000    0.000 utils.py:607(set_environ)
        3    0.000    0.000    0.002    0.001 utils.py:629(should_bypass_proxies)
        3    0.000    0.000    0.000    0.000 utils.py:635(<lambda>)
        2    0.000    0.000    0.002    0.001 utils.py:686(get_environ_proxies)
        4    0.000    0.000    0.000    0.000 utils.py:698(select_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:724(default_user_agent)
        1    0.000    0.000    0.000    0.000 utils.py:733(default_headers)
        3    0.000    0.000    0.002    0.001 utils.py:78(proxy_bypass)
        1    0.000    0.000    0.000    0.000 utils.py:833(get_auth_from_url)
        4    0.000    0.000    0.000    0.000 utils.py:854(check_header_validity)
        1    0.000    0.000    0.000    0.000 utils.py:99(super_len)
      339    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x702E37B8}
        2    0.058    0.029    0.058    0.029 {built-in method _socket.getaddrinfo}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       76    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      777    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
     4838    0.003    0.000    0.003    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
2119/2118    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      134    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      726    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
        6    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        6    0.000    0.000    0.000    0.000 {built-in method nt.stat}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       10    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method today}
        5    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        8    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x0278DB28}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x0278DB70}
        2    0.000    0.000    0.000    0.000 {function socket.detach at 0x02677B70}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       46    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       46    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       97    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       97    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       51    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       44    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     2346    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.090    0.045    0.090    0.045 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       69    0.003    0.000    0.003    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.215    0.108    0.215    0.108 {method 'do_handshake' of '_ssl._SSLSocket' objects}
      102    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
    52663    0.019    0.000    0.019    0.000 {method 'extend' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        7    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       76    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       13    1.557    0.120    1.557    0.120 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        4    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
      938    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
   329502    0.065    0.000    0.065    0.000 {method 'isalpha' of 'bytearray' objects}
